Date,Amount spent,Impressions,Link clicks,CTR (link click-through rate),CPM,CPC (link),On-Facebook leads,Cost per on-Facebook lead,Website conversions,Website conversion rate
"Mar 26, 2025",2150.48,94121,436,0.004632334973066585,22.84803603871612,4.9322935779816515,66,32.583030303030306,54,0.12385321100917432
"Mar 25, 2025",2305.64,99664,438,0.0043947664151549205,23.134130679081714,5.264018264840183,64,36.025625,62,0.1415525114155251
"Mar 24, 2025",2223.58,107320,455,0.004239657100260902,20.719157659336563,4.88698901098901,62,35.86419354838709,60,0.13186813186813187
"Mar 23, 2025",2284.36,104377,488,0.004675359514069191,21.885664466309628,4.681065573770492,61,37.448524590163935,51,0.10450819672131148
"Mar 22, 2025",2166.67,99999,455,0.004550045500455005,21.666916669166692,4.761912087912088,50,43.333400000000005,49,0.1076923076923077
"Mar 21, 2025",2011.34,98469,450,0.004569966182250251,20.426123957793823,4.4696444444444445,55,36.56981818181818,59,0.13111111111111112
"Mar 20, 2025",1736.6,89934,393,0.004369871238908533,19.309716013965794,4.41882951653944,47,36.94893617021276,41,0.10432569974554708
"Mar 19, 2025",1798.94,96866,398,0.004108768814651167,18.571428571428573,4.519949748743719,59,30.490508474576274,62,0.15577889447236182
"Mar 18, 2025",1855.05,100171,423,0.004222779047828214,18.51883279591898,4.3854609929078014,61,30.410655737704918,62,0.14657210401891252
"Mar 17, 2025",1849.88,101932,422,0.004140014911902052,18.14817721618334,4.383601895734597,66,28.02848484848485,52,0.12322274881516587
"Mar 16, 2025",1885.84,109448,457,0.004175498867041883,17.23046560923909,4.1265645514223195,49,38.4865306122449,48,0.1050328227571116
"Mar 15, 2025",1780.63,92537,434,0.004690015885537677,19.24235711120957,4.102834101382489,45,39.56955555555556,53,0.12211981566820276
"Mar 14, 2025",1748.74,88761,385,0.004337490564549746,19.701670778833048,4.5421818181818185,55,31.795272727272728,45,0.11688311688311688
"Mar 13, 2025",1799.74,87590,355,0.00405297408379952,20.547322753739014,5.06969014084507,57,31.57438596491228,60,0.16901408450704225
"Mar 12, 2025",1765.88,84814,395,0.004657249982314241,20.820619237390055,4.470582278481013,61,28.948852459016397,72,0.18227848101265823
"Mar 11, 2025",1884.57,90659,384,0.004235652279420687,20.787456292260007,4.9077343749999995,56,33.653035714285714,66,0.171875
"Mar 10, 2025",1880.48,92805,405,0.004363989009212865,20.26270136307311,4.6431604938271605,68,27.654117647058825,55,0.13580246913580246
"Mar 9, 2025",1956.66,84784,392,0.004623513870541612,23.07817512738253,4.991479591836735,54,36.23444444444445,74,0.18877551020408162
"Mar 8, 2025",1827.35,86004,409,0.004755592763127296,21.247267568950278,4.467848410757946,60,30.45583333333333,61,0.1491442542787286
"Mar 7, 2025",1762.38,80435,363,0.004512960775781687,21.91061105240256,4.85504132231405,42,41.96142857142858,65,0.1790633608815427
"Mar 6, 2025",1818.65,79188,335,0.0042304389553972825,22.96623225741274,5.428805970149254,43,42.29418604651163,54,0.16119402985074627
"Mar 5, 2025",1817.91,82093,351,0.004275638604996772,22.144519021110206,5.179230769230769,67,27.132985074626866,47,0.1339031339031339
"Mar 4, 2025",1825.45,80759,339,0.004197674562587452,22.603672655679244,5.384808259587021,62,29.442741935483873,54,0.1592920353982301
"Mar 3, 2025",1881.28,87148,389,0.004463670996465783,21.587185018589064,4.836195372750643,47,40.02723404255319,77,0.19794344473007713
"Mar 2, 2025",2016.64,86605,420,0.004849604526297558,23.285491599792163,4.80152380952381,57,35.37964912280702,75,0.17857142857142858
"Mar 1, 2025",1772.51,78077,383,0.004905413886291738,22.702076155589992,4.627963446475196,55,32.22745454545454,63,0.16449086161879894
"Feb 28, 2025",1890.81,79404,403,0.005075311067452521,23.812528336103973,4.691836228287841,46,41.104565217391304,71,0.1761786600496278
"Feb 27, 2025",1903.11,74429,384,0.0051592793131709416,25.569468889814452,4.956015625,74,25.717702702702702,51,0.1328125
"Feb 26, 2025",1831.97,73530,339,0.004610363117095063,24.914592683258537,5.404041297935104,54,33.92537037037037,56,0.16519174041297935
"Feb 25, 2025",1861.51,75266,352,0.004676746472510828,24.73241569898759,5.2883806818181816,66,28.20469696969697,46,0.13068181818181818
"Feb 24, 2025",1848.41,78432,325,0.004143716850265198,23.56703896368829,5.6874153846153845,59,31.32898305084746,53,0.16307692307692306
"Feb 23, 2025",1919.22,73090,362,0.004952797920372144,26.258311670543165,5.301712707182321,54,35.541111111111114,55,0.15193370165745856
"Feb 22, 2025",1770.2,70318,367,0.005219147302255468,25.17420859523877,4.8234332425068125,57,31.056140350877193,65,0.1771117166212534
"Feb 21, 2025",1720.86,70130,328,0.004677028375873378,24.538143447882504,5.246524390243902,62,27.7558064516129,64,0.1951219512195122
"Feb 20, 2025",1766.13,76018,346,0.004551553579415402,23.233050067089373,5.104421965317919,57,30.984736842105264,57,0.16473988439306358
"Feb 19, 2025",1792.8,73743,349,0.004732652590754376,24.31146007078638,5.136962750716332,57,31.45263157894737,59,0.16905444126074498
"Feb 18, 2025",1845.26,73243,383,0.00522916865775569,25.193670384883195,4.817911227154047,52,35.48576923076923,72,0.18798955613577023
"Feb 17, 2025",1882.54,72334,346,0.004783366051925789,26.025658749688944,5.440867052023122,68,27.68441176470588,61,0.17630057803468208
"Feb 16, 2025",1890.59,69760,353,0.0050602064220183485,27.10134747706422,5.355779036827196,72,26.25819444444444,60,0.16997167138810199
"Feb 15, 2025",1738.65,61530,302,0.004908174874045181,28.256947830326673,5.757119205298014,42,41.39642857142857,65,0.2152317880794702
"Feb 14, 2025",1712.34,62281,294,0.004720540774875163,27.493778198808627,5.824285714285714,57,30.041052631578946,58,0.19727891156462585
"Feb 13, 2025",1707.52,67567,280,0.004144034809892403,25.271508280669558,6.098285714285714,57,29.956491228070174,45,0.16071428571428573
"Feb 12, 2025",1732.42,68365,318,0.004651502962041981,25.340744533021287,5.447861635220126,51,33.96901960784314,60,0.18867924528301888
"Feb 11, 2025",1782.12,65769,285,0.0043333485380650455,27.096656479496417,6.253052631578947,68,26.20764705882353,50,0.17543859649122806
"Feb 10, 2025",1827.67,77458,305,0.003937617805778616,23.595626016680008,5.992360655737706,51,35.836666666666666,64,0.2098360655737705
"Feb 9, 2025",1912.51,73849,356,0.004820647537542824,25.897574780971986,5.372219101123595,68,28.12514705882353,58,0.16292134831460675
"Feb 8, 2025",1702.64,68504,323,0.0047150531355833235,24.85460703024641,5.2713312693498455,64,26.60375,65,0.20123839009287925
"Feb 7, 2025",1759.94,77217,305,0.003949907403810042,22.792131266430967,5.770295081967213,65,27.076,62,0.20327868852459016
"Feb 6, 2025",1730.11,71908,329,0.004575290649162819,24.060048951437945,5.258693009118541,66,26.213787878787876,69,0.20972644376899696
"Feb 5, 2025",1813.79,82602,346,0.00418876056269824,21.95818503183942,5.2421676300578035,60,30.229833333333332,65,0.18786127167630057
"Feb 4, 2025",1767.05,77220,349,0.0045195545195545195,22.88332038332038,5.063180515759313,64,27.61015625,52,0.1489971346704871
"Feb 3, 2025",1822.89,90495,366,0.004044422343775899,20.14354384220123,4.980573770491803,58,31.429137931034486,68,0.18579234972677597
"Feb 2, 2025",1875.99,79329,348,0.004386794236659985,23.648224482849905,5.390775862068965,75,25.0132,48,0.13793103448275862
"Feb 1, 2025",1750.8,70603,355,0.00502811495262241,24.79781312408821,4.931830985915493,75,23.343999999999998,58,0.16338028169014085
"Jan 31, 2025",1744.65,65055,310,0.004765198678041657,26.818077011759282,5.627903225806452,82,21.276219512195123,47,0.15161290322580645
"Jan 30, 2025",1619.08,60589,294,0.004852365941012395,26.72234233936853,5.507074829931972,74,21.879459459459458,71,0.24149659863945577
"Jan 29, 2025",1626.2,57875,314,0.00542548596112311,28.098488120950325,5.178980891719745,89,18.27191011235955,60,0.1910828025477707
"Jan 28, 2025",1613.74,63871,311,0.004869189460005323,25.265613502215405,5.18887459807074,62,26.02806451612903,74,0.2379421221864952
"Jan 27, 2025",1711.05,70299,342,0.004864934067340929,24.339606537788587,5.003070175438596,76,22.513815789473682,47,0.13742690058479531
"Jan 26, 2025",1743.38,64558,308,0.004770903683509403,27.00486384336566,5.660324675324675,67,26.020597014925375,51,0.16558441558441558
"Jan 25, 2025",1588.25,60190,302,0.005017444758265492,26.387273633493937,5.2591059602649,67,23.705223880597014,46,0.152317880794702
"Jan 24, 2025",1619.57,59563,318,0.005338884878196196,27.190873528868593,5.092987421383648,71,22.810845070422534,49,0.1540880503144654
"Jan 23, 2025",1640.36,85211,393,0.004612080599922545,19.2505662414477,4.173944020356234,73,22.47068493150685,47,0.11959287531806616
"Jan 22, 2025",1725.06,99851,462,0.004626894072167529,17.276341749206317,3.733896103896104,63,27.38190476190476,68,0.1471861471861472
"Jan 21, 2025",1673.98,100330,398,0.003966909199641184,16.684740356822484,4.205979899497487,55,30.436,59,0.14824120603015076
"Jan 20, 2025",1702.45,98087,411,0.0041901577171286715,17.356530427069846,4.142214111922141,59,28.855084745762714,57,0.1386861313868613
"Jan 19, 2025",1713.69,90615,430,0.004745351211168129,18.911769574573746,3.9853255813953488,60,28.561500000000002,59,0.1372093023255814
"Jan 18, 2025",1591.47,82611,409,0.004950914527121085,19.264625776228346,3.8911246943765283,47,33.861063829787234,43,0.10513447432762836
"Jan 17, 2025",1601.73,76021,434,0.005708948843082832,21.06957288117757,3.6906221198156683,80,20.021625,54,0.12442396313364056
"Jan 16, 2025",1621.27,71135,372,0.005229493217122373,22.791452871301047,4.358252688172043,53,30.59,49,0.13172043010752688
"Jan 15, 2025",1665.99,80485,373,0.004634403926197428,20.699384978567437,4.466461126005362,65,25.630615384615385,61,0.16353887399463807
"Jan 14, 2025",1737.2,92819,400,0.004309462502289402,18.715995647442874,4.343,58,29.951724137931034,58,0.145
"Jan 13, 2025",1827.17,91246,387,0.004241281809613572,20.024658615172175,4.721369509043928,58,31.50293103448276,67,0.1731266149870801
"Jan 12, 2025",1954.56,96899,401,0.004138329600924674,20.17110599696591,4.874214463840399,68,28.743529411764705,45,0.11221945137157108
"Jan 11, 2025",2078.71,102517,496,0.004838221953432114,20.276734590360622,4.190947580645162,83,25.04469879518072,25,0.05040322580645161
"Jan 10, 2025",2035.96,84405,406,0.004810141579290326,24.121319827024465,5.014679802955665,71,28.675492957746478,42,0.10344827586206896
"Jan 9, 2025",1993.48,79743,348,0.004364019412362213,24.998808672861568,5.7283908045977014,59,33.787796610169494,33,0.09482758620689655
"Jan 8, 2025",2026.52,73112,349,0.004773498194550826,27.718021665390086,5.806647564469914,75,27.020266666666668,40,0.11461318051575932
"Jan 7, 2025",2098.82,69621,398,0.005716665948492553,30.14636388446015,5.273417085427136,67,31.325671641791047,46,0.11557788944723618
"Jan 6, 2025",2163.99,73341,437,0.005958467978347718,29.50586984088027,4.951922196796338,86,25.16267441860465,67,0.15331807780320367
"Jan 5, 2025",500.22,25589,185,0.007229668998397749,19.54824338582985,2.703891891891892,20,25.011000000000003,55,0.2972972972972973
"Jan 4, 2025",455.09,24087,170,0.007057748993232864,18.893594054884378,2.677,21,21.67095238095238,47,0.27647058823529413
"Jan 3, 2025",446.72,22294,136,0.006100296043778595,20.037678299093926,3.2847058823529416,20,22.336000000000002,54,0.39705882352941174
"Jan 2, 2025",484.26,23718,162,0.006830255502150265,20.417404502909182,2.989259259259259,21,23.06,61,0.3765432098765432
"Jan 1, 2025",480.96,26884,195,0.007253384912959381,17.890194911471507,2.4664615384615383,24,20.04,60,0.3076923076923077
"Dec 31, 2024",517.2,25004,168,0.006718924972004479,20.684690449528077,3.0785714285714287,16,32.325,50,0.2976190476190476
"Dec 30, 2024",554.78,24482,142,0.0058001797238787685,22.660730332489177,3.906901408450704,16,34.67375,48,0.3380281690140845
"Dec 29, 2024",528.36,22159,158,0.007130285662710411,23.84403628322578,3.3440506329113924,25,21.1344,52,0.3291139240506329
"Dec 28, 2024",458.85,20784,135,0.0064953810623556586,22.077078521939956,3.398888888888889,18,25.491666666666667,41,0.3037037037037037
"Dec 27, 2024",500.45,21996,157,0.007137661392980542,22.751863975268233,3.1875796178343947,14,35.746428571428574,37,0.2356687898089172
"Dec 26, 2024",514.04,24198,166,0.006860071080254567,21.243077940325648,3.096626506024096,14,36.71714285714285,54,0.3253012048192771
"Dec 25, 2024",523.16,22225,187,0.008413948256467942,23.5392575928009,2.797647058823529,15,34.87733333333333,46,0.24598930481283424
"Dec 24, 2024",489.34,18060,177,0.009800664451827243,27.09523809523809,2.7646327683615817,18,27.185555555555553,51,0.288135593220339
"Dec 23, 2024",543.14,19577,153,0.007815293456607243,27.743780967461817,3.5499346405228756,17,31.949411764705882,49,0.3202614379084967
"Dec 22, 2024",545.4,18789,189,0.01005907711959125,29.02762254510618,2.8857142857142857,15,36.36,42,0.2222222222222222
"Dec 21, 2024",594.44,18046,352,0.019505707636041227,32.94026377036462,1.6887500000000002,21,28.30666666666667,54,0.1534090909090909
"Dec 20, 2024",1292.15,35243,397,0.011264648298952984,36.66401838662997,3.2547858942065493,29,44.556896551724144,42,0.10579345088161209
"Dec 19, 2024",1810.52,59114,417,0.007054166525696112,30.627600906722606,4.3417745803357315,57,31.763508771929825,45,0.1079136690647482
"Dec 18, 2024",1836.45,55353,318,0.005744946073383556,33.177063573790036,5.775,53,34.65,47,0.14779874213836477
"Dec 17, 2024",1821.4,61596,328,0.005325021105266576,29.570101954672385,5.5530487804878055,46,39.595652173913045,44,0.13414634146341464
"Dec 16, 2024",1990.49,60624,361,0.005954737397730272,32.83336632356822,5.5138227146814405,57,34.92087719298246,51,0.14127423822714683
"Dec 15, 2024",2044.04,62587,368,0.005879815297106428,32.6591784236343,5.55445652173913,59,34.644745762711864,52,0.14130434782608695
"Dec 14, 2024",1762.2,58492,334,0.00571018258907201,30.127196881624837,5.276047904191617,54,32.63333333333333,28,0.08383233532934131
"Dec 13, 2024",1773.63,56055,328,0.005851395950405852,31.64088841316564,5.407408536585367,53,33.46471698113208,35,0.10670731707317073
"Dec 12, 2024",1819.58,55175,308,0.00558223833257816,32.97834164023561,5.907727272727272,45,40.43511111111111,66,0.21428571428571427
"Dec 11, 2024",1712.19,52139,302,0.005792209286714359,32.838949730528014,5.669503311258278,49,34.94265306122449,58,0.19205298013245034
"Dec 10, 2024",1775.47,57256,332,0.005798518932513623,31.009326533463742,5.347801204819278,61,29.106065573770493,62,0.18674698795180722
"Dec 9, 2024",1877.4,65216,347,0.005320780176643768,28.787414131501475,5.4103746397694525,60,31.290000000000003,69,0.1988472622478386
"Dec 8, 2024",1954.38,65991,424,0.006425118576775621,29.615856707732874,4.60938679245283,42,46.53285714285715,77,0.18160377358490565
"Dec 7, 2024",1574.66,56580,329,0.005814775539059738,27.830682219865675,4.786200607902736,41,38.406341463414634,18,0.0547112462006079
"Dec 6, 2024",1671.08,61533,329,0.00534672452180131,27.15746022459493,5.079270516717325,51,32.76627450980392,37,0.11246200607902736
"Dec 5, 2024",1678.26,59033,334,0.005657852387647587,28.429183676926463,5.024730538922156,47,35.70765957446808,38,0.11377245508982035
"Dec 4, 2024",1763.09,57093,326,0.005709981959259454,30.88101868880598,5.408251533742331,40,44.07725,40,0.12269938650306748
"Dec 3, 2024",1823.86,53459,300,0.005611777249855029,34.11698684973531,6.079533333333333,41,44.48439024390244,28,0.09333333333333334
"Dec 2, 2024",1842.44,49468,239,0.0048314061615589874,37.245087733484276,7.7089539748953975,30,61.41466666666667,35,0.14644351464435146
"Dec 1, 2024",1925.43,50809,306,0.006022555059143065,37.89545159322168,6.292254901960785,57,33.77947368421053,27,0.08823529411764706
"Nov 30, 2024",1618.06,45393,285,0.006278501090476505,35.64558412089969,5.6774035087719295,58,27.897586206896552,22,0.07719298245614035
"Nov 29, 2024",1673.79,41080,258,0.0062804284323271665,40.744644595910415,6.487558139534883,55,30.432545454545455,23,0.08914728682170543
"Nov 28, 2024",1685.93,42688,232,0.005434782608695652,39.49423725637181,7.266939655172414,40,42.148250000000004,15,0.06465517241379311
"Nov 27, 2024",1747.96,46364,276,0.005952894487102062,37.70080234664827,6.3331884057971015,46,37.99913043478261,22,0.07971014492753623
"Nov 26, 2024",1781.18,49319,254,0.005150144974553418,36.11549301486243,7.01251968503937,43,41.42279069767442,38,0.14960629921259844
"Nov 25, 2024",1930.69,51821,318,0.006136508365334517,37.256903571911,6.071352201257862,51,37.85666666666667,33,0.10377358490566038
"Nov 24, 2024",1975.24,51618,351,0.006799953504591422,38.26649618350188,5.6274643874643875,60,32.92066666666667,30,0.08547008547008547
"Nov 23, 2024",1655.4,45804,298,0.0065059820103047766,36.14094838878701,5.55503355704698,52,31.834615384615386,22,0.0738255033557047
"Nov 22, 2024",1716.58,45075,265,0.005879090404880754,38.08275097060454,6.47766037735849,54,31.78851851851852,36,0.13584905660377358
"Nov 21, 2024",1758.12,50064,297,0.005932406519654842,35.11744966442953,5.919595959595959,67,26.24059701492537,40,0.13468013468013468
"Nov 20, 2024",1794.25,50199,282,0.005617641785692942,35.74274387936015,6.36258865248227,54,33.226851851851855,39,0.13829787234042554
"Nov 19, 2024",1794.93,50904,292,0.005736287914505736,35.26107967939651,6.147020547945206,55,32.63509090909091,42,0.14383561643835616
"Nov 18, 2024",1917.76,53322,285,0.005344885788229999,35.965642699073555,6.728982456140351,62,30.931612903225805,46,0.16140350877192983
"Nov 17, 2024",1976.85,53948,343,0.006357974345666197,36.6436197820123,5.763411078717201,65,30.413076923076922,61,0.17784256559766765
"Nov 16, 2024",1653.01,47440,289,0.006091905564924114,34.84422428330522,5.719757785467128,48,34.43770833333333,40,0.1384083044982699
"Nov 15, 2024",1682.62,48296,256,0.005300646016233228,34.839738280602944,6.572734375,39,43.14410256410256,42,0.1640625
"Nov 14, 2024",1803.48,49480,321,0.006487469684721099,36.44866612772837,5.618317757009346,70,25.764,34,0.1059190031152648
"Nov 13, 2024",1880.89,53185,317,0.005960327159913509,35.36504653567735,5.933406940063092,63,29.855396825396827,51,0.1608832807570978
"Nov 12, 2024",1879.99,51345,349,0.0067971564904080245,36.614860259032035,5.386790830945559,63,29.84111111111111,46,0.1318051575931232
"Nov 11, 2024",1906.76,52748,303,0.005744293622507015,36.14847956320619,6.292937293729373,59,32.317966101694914,37,0.12211221122112212
