,ga4_page_path,ga4_sessions,path_split,domain,domainsub1,domainsub2,domainsub3,domainsub4
2,https://impact.com/,3572169.0,"['https:', '', 'impact.com', '']",impact.com,,,,
32,https://impact.com/affiliate-marketing/,282847.0,"['https:', '', 'impact.com', 'affiliate-marketing', '']",impact.com,affiliate-marketing,,,
35,https://impact.com/partners/affiliate-partners/,271983.0,"['https:', '', 'impact.com', 'partners', 'affiliate-partners', '']",impact.com,partners,affiliate-partners,,
69,https://impact.com/request-a-demo-for-brands/,158842.0,"['https:', '', 'impact.com', 'request-a-demo-for-brands', '']",impact.com,request-a-demo-for-brands,,,
81,https://impact.com/partners/,116388.0,"['https:', '', 'impact.com', 'partners', '']",impact.com,partners,,,
85,https://impact.com/integrated-platform-prices/,111207.0,"['https:', '', 'impact.com', 'integrated-platform-prices', '']",impact.com,integrated-platform-prices,,,
107,https://impact.com/get-started/,91703.0,"['https:', '', 'impact.com', 'get-started', '']",impact.com,get-started,,,
151,https://impact.com/about/,61624.0,"['https:', '', 'impact.com', 'about', '']",impact.com,about,,,
155,https://impact.com/careers/,60333.0,"['https:', '', 'impact.com', 'careers', '']",impact.com,careers,,,
161,https://impact.com/contact/,58083.0,"['https:', '', 'impact.com', 'contact', '']",impact.com,contact,,,
188,https://impact.com/partnership-management-platform/,48539.0,"['https:', '', 'impact.com', 'partnership-management-platform', '']",impact.com,partnership-management-platform,,,
212,https://impact.com/partners/influencer-partners/,40270.0,"['https:', '', 'impact.com', 'partners', 'influencer-partners', '']",impact.com,partners,influencer-partners,,
227,https://impact.com/influencer/how-much-do-influencers-charge-per-post/,37418.0,"['https:', '', 'impact.com', 'influencer', 'how-much-do-influencers-charge-per-post', '']",impact.com,influencer,how-much-do-influencers-charge-per-post,,
228,https://impact.com/influencer-marketing/,37181.0,"['https:', '', 'impact.com', 'influencer-marketing', '']",impact.com,influencer-marketing,,,
253,https://impact.com/creator/,32181.0,"['https:', '', 'impact.com', 'creator', '']",impact.com,creator,,,
314,https://impact.com/referral-partner-program/,23331.0,"['https:', '', 'impact.com', 'referral-partner-program', '']",impact.com,referral-partner-program,,,
332,https://impact.com/privacy-policy/,21479.0,"['https:', '', 'impact.com', 'privacy-policy', '']",impact.com,privacy-policy,,,
338,https://impact.com/partnerships-experience/,21091.0,"['https:', '', 'impact.com', 'partnerships-experience', '']",impact.com,partnerships-experience,,,
400,https://impact.com/agency-partner-program/,16950.0,"['https:', '', 'impact.com', 'agency-partner-program', '']",impact.com,agency-partner-program,,,
427,https://impact.com/insights/,15398.0,"['https:', '', 'impact.com', 'insights', '']",impact.com,insights,,,
474,https://impact.com/careers/cape-town-jobs/,13303.0,"['https:', '', 'impact.com', 'careers', 'cape-town-jobs', '']",impact.com,careers,cape-town-jobs,,
514,https://impact.com/contact/support/,12134.0,"['https:', '', 'impact.com', 'contact', 'support', '']",impact.com,contact,support,,
543,https://impact.com/advocate/,11188.0,"['https:', '', 'impact.com', 'advocate', '']",impact.com,advocate,,,
734,https://impact.com/blog/,7067.0,"['https:', '', 'impact.com', 'blog', '']",impact.com,blog,,,
737,https://impact.com/request-a-demo-thank-you/,7029.0,"['https:', '', 'impact.com', 'request-a-demo-thank-you', '']",impact.com,request-a-demo-thank-you,,,
786,https://impact.com/partners/publishers-media-groups-partners/,6451.0,"['https:', '', 'impact.com', 'partners', 'publishers-media-groups-partners', '']",impact.com,partners,publishers-media-groups-partners,,
793,https://impact.com/discover-recruit/,6385.0,"['https:', '', 'impact.com', 'discover-recruit', '']",impact.com,discover-recruit,,,
795,https://impact.com/fr/,6367.0,"['https:', '', 'impact.com', 'fr', '']",impact.com,fr,,,
830,https://impact.com/saas-partnership-marketing/,5839.0,"['https:', '', 'impact.com', 'saas-partnership-marketing', '']",impact.com,saas-partnership-marketing,,,
839,https://impact.com/contact/?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,5742.0,"['https:', '', 'impact.com', 'contact', '?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx']",impact.com,contact,?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,
874,https://impact.com/de/,5336.0,"['https:', '', 'impact.com', 'de', '']",impact.com,de,,,
902,https://impact.com/affiliate/how-to-build-a-successful-affiliate-marketing-website/,4997.0,"['https:', '', 'impact.com', 'affiliate', 'how-to-build-a-successful-affiliate-marketing-website', '']",impact.com,affiliate,how-to-build-a-successful-affiliate-marketing-website,,
927,https://impact.com/partnerships/ultimate-guide-to-affiliate-marketing/,4741.0,"['https:', '', 'impact.com', 'partnerships', 'ultimate-guide-to-affiliate-marketing', '']",impact.com,partnerships,ultimate-guide-to-affiliate-marketing,,
954,https://impact.com/news/the-power-of-niche-brand-deals-as-a-small-influencer/,4469.0,"['https:', '', 'impact.com', 'news', 'the-power-of-niche-brand-deals-as-a-small-influencer', '']",impact.com,news,the-power-of-niche-brand-deals-as-a-small-influencer,,
955,https://impact.com/customer-referral-marketing/,4465.0,"['https:', '', 'impact.com', 'customer-referral-marketing', '']",impact.com,customer-referral-marketing,,,
1008,https://impact.com/integrated-platform-prices/?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=fund-120&utm_campaign=referral,4066.0,"['https:', '', 'impact.com', 'integrated-platform-prices', '?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=fund-120&utm_campaign=referral']",impact.com,integrated-platform-prices,?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=fund-120&utm_campaign=referral,,
1043,https://impact.com/agency-partner-program/directory/,3908.0,"['https:', '', 'impact.com', 'agency-partner-program', 'directory', '']",impact.com,agency-partner-program,directory,,
1073,https://impact.com/partnership-contract-pay/,3758.0,"['https:', '', 'impact.com', 'partnership-contract-pay', '']",impact.com,partnership-contract-pay,,,
1077,https://impact.com/marketing-intelligence/7-vs-big-data/,3747.0,"['https:', '', 'impact.com', 'marketing-intelligence', '7-vs-big-data', '']",impact.com,marketing-intelligence,7-vs-big-data,,
1088,https://impact.com/careers/?utm_source=linkedin&utm_medium=brand-organic-social&utm_campaign=ppl-culture,3716.0,"['https:', '', 'impact.com', 'careers', '?utm_source=linkedin&utm_medium=brand-organic-social&utm_campaign=ppl-culture']",impact.com,careers,?utm_source=linkedin&utm_medium=brand-organic-social&utm_campaign=ppl-culture,,
1091,https://impact.com/services/,3690.0,"['https:', '', 'impact.com', 'services', '']",impact.com,services,,,
1097,https://impact.com/ebooks/ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821/?utm_campaign=ultimate-guide-influencer-marketing&utm_content=primary-202407&utm_medium=paid-direct-buy&utm_source=marketing-brew,3659.0,"['https:', '', 'impact.com', 'ebooks', 'ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821', '?utm_campaign=ultimate-guide-influencer-marketing&utm_content=primary-202407&utm_medium=paid-direct-buy&utm_source=marketing-brew']",impact.com,ebooks,ultimate-guide-to-influencer-marketing-infl-ebk-imp-ed-nam-0821,?utm_campaign=ultimate-guide-influencer-marketing&utm_content=primary-202407&utm_medium=paid-direct-buy&utm_source=marketing-brew,
1105,https://impact.com/technology-partners/,3628.0,"['https:', '', 'impact.com', 'technology-partners', '']",impact.com,technology-partners,,,
1132,https://impact.com/contact/?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,3484.0,"['https:', '', 'impact.com', 'contact', '?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx']",impact.com,contact,?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,
1157,https://impact.com/partners/mobile-app-partners/,3322.0,"['https:', '', 'impact.com', 'partners', 'mobile-app-partners', '']",impact.com,partners,mobile-app-partners,,
1167,https://impact.com/terms-of-use/,3297.0,"['https:', '', 'impact.com', 'terms-of-use', '']",impact.com,terms-of-use,,,
1220,https://impact.com/influencer/influencer-marketing-trends/?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=newsletter-2025&utm_campaign=influencer-trends-2025,3062.0,"['https:', '', 'impact.com', 'influencer', 'influencer-marketing-trends', '?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=newsletter-2025&utm_campaign=influencer-trends-2025']",impact.com,influencer,influencer-marketing-trends,?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=newsletter-2025&utm_campaign=influencer-trends-2025,
1221,https://impact.com/affiliate/navigate-2024-with-insightful-consumer-shopping-trends/?utm_campaign=consumer-shopping-trends&utm_content=newsletter-202405&utm_medium=paid-direct-buy&utm_source=morning-brew,3062.0,"['https:', '', 'impact.com', 'affiliate', 'navigate-2024-with-insightful-consumer-shopping-trends', '?utm_campaign=consumer-shopping-trends&utm_content=newsletter-202405&utm_medium=paid-direct-buy&utm_source=morning-brew']",impact.com,affiliate,navigate-2024-with-insightful-consumer-shopping-trends,?utm_campaign=consumer-shopping-trends&utm_content=newsletter-202405&utm_medium=paid-direct-buy&utm_source=morning-brew,
1223,https://impact.com/research-reports/state-of-referral-marketing-refr-rrt-adv-ed-nam-1223/?utm_campaign=state-of-referral-marketing-2024&utm_content=primary-082024&utm_medium=paid-direct-buy&utm_source=morning-brew,3061.0,"['https:', '', 'impact.com', 'research-reports', 'state-of-referral-marketing-refr-rrt-adv-ed-nam-1223', '?utm_campaign=state-of-referral-marketing-2024&utm_content=primary-082024&utm_medium=paid-direct-buy&utm_source=morning-brew']",impact.com,research-reports,state-of-referral-marketing-refr-rrt-adv-ed-nam-1223,?utm_campaign=state-of-referral-marketing-2024&utm_content=primary-082024&utm_medium=paid-direct-buy&utm_source=morning-brew,
1272,https://impact.com/mobile/,2857.0,"['https:', '', 'impact.com', 'mobile', '']",impact.com,mobile,,,
1286,https://impact.com/business-development/,2806.0,"['https:', '', 'impact.com', 'business-development', '']",impact.com,business-development,,,
1314,https://impact.com/request-a-demo-for-publishers/,2669.0,"['https:', '', 'impact.com', 'request-a-demo-for-publishers', '']",impact.com,request-a-demo-for-publishers,,,
1320,https://impact.com/creator/?utm_source=google&utm_medium=cpc&utm_campaign=13519955519-156925451451&utm_content=665595339584&utm_term=impact%20creator-e&gad_source=1&gclid=Cj0KCQiAqsitBhDlARIsAGMR1RiPCgrdD2YPKN5pjdhTVNLu3MyA55EAV9u5a83wUkIRSym-HScxYMIaAk-LEALw_wcB,2662.0,"['https:', '', 'impact.com', 'creator', '?utm_source=google&utm_medium=cpc&utm_campaign=13519955519-156925451451&utm_content=665595339584&utm_term=impact%20creator-e&gad_source=1&gclid=Cj0KCQiAqsitBhDlARIsAGMR1RiPCgrdD2YPKN5pjdhTVNLu3MyA55EAV9u5a83wUkIRSym-HScxYMIaAk-LEALw_wcB']",impact.com,creator,?utm_source=google&utm_medium=cpc&utm_campaign=13519955519-156925451451&utm_content=665595339584&utm_term=impact%20creator-e&gad_source=1&gclid=Cj0KCQiAqsitBhDlARIsAGMR1RiPCgrdD2YPKN5pjdhTVNLu3MyA55EAV9u5a83wUkIRSym-HScxYMIaAk-LEALw_wcB,,
1328,https://impact.com/lp/partner-platform-demo-2/,2637.0,"['https:', '', 'impact.com', 'lp', 'partner-platform-demo-2', '']",impact.com,lp,partner-platform-demo-2,,
1361,https://impact.com/influencer/how-micro-influencers-can-score-pr-packages/,2547.0,"['https:', '', 'impact.com', 'influencer', 'how-micro-influencers-can-score-pr-packages', '']",impact.com,influencer,how-micro-influencers-can-score-pr-packages,,
1381,https://impact.com/case-studies/olipop-case-study-affa-infl-csb-imp-ev-nam/?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study,2471.0,"['https:', '', 'impact.com', 'case-studies', 'olipop-case-study-affa-infl-csb-imp-ev-nam', '?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study']",impact.com,case-studies,olipop-case-study-affa-infl-csb-imp-ev-nam,?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study,
1417,https://impact.com/partnership-track/,2370.0,"['https:', '', 'impact.com', 'partnership-track', '']",impact.com,partnership-track,,,
1531,https://impact.com/privacy-policy/?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,2083.0,"['https:', '', 'impact.com', 'privacy-policy', '?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx']",impact.com,privacy-policy,?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,
1587,https://impact.com/marketing-analysts/,1970.0,"['https:', '', 'impact.com', 'marketing-analysts', '']",impact.com,marketing-analysts,,,
1606,https://impact.com/protect-monitor/,1937.0,"['https:', '', 'impact.com', 'protect-monitor', '']",impact.com,protect-monitor,,,
1660,https://impact.com/technology-partners/directory/,1838.0,"['https:', '', 'impact.com', 'technology-partners', 'directory', '']",impact.com,technology-partners,directory,,
1664,https://impact.com/ebooks/tiktok-marketing-playbook-for-brands-infl-ebk-crb-ed-nam/?utm_campaign=tiktok-ebook-influencer&utm_content=newsletter-202410&utm_medium=paid-direct-buy&utm_source=retail-brew,1829.0,"['https:', '', 'impact.com', 'ebooks', 'tiktok-marketing-playbook-for-brands-infl-ebk-crb-ed-nam', '?utm_campaign=tiktok-ebook-influencer&utm_content=newsletter-202410&utm_medium=paid-direct-buy&utm_source=retail-brew']",impact.com,ebooks,tiktok-marketing-playbook-for-brands-infl-ebk-crb-ed-nam,?utm_campaign=tiktok-ebook-influencer&utm_content=newsletter-202410&utm_medium=paid-direct-buy&utm_source=retail-brew,
1696,https://impact.com/customer-success-stories/,1762.0,"['https:', '', 'impact.com', 'customer-success-stories', '']",impact.com,customer-success-stories,,,
1740,https://impact.com/privacy-policy/?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1696.0,"['https:', '', 'impact.com', 'privacy-policy', '?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx']",impact.com,privacy-policy,?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,
1741,https://impact.com/influencer/tactics-ugc-creator-grow-income/,1696.0,"['https:', '', 'impact.com', 'influencer', 'tactics-ugc-creator-grow-income', '']",impact.com,influencer,tactics-ugc-creator-grow-income,,
1753,https://impact.com/careers/new-york-jobs/,1677.0,"['https:', '', 'impact.com', 'careers', 'new-york-jobs', '']",impact.com,careers,new-york-jobs,,
1758,https://impact.com/agency-partner-program/?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1668.0,"['https:', '', 'impact.com', 'agency-partner-program', '?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx']",impact.com,agency-partner-program,?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,
1778,https://impact.com/influencer/content-creators-guide-to-making-money/,1632.0,"['https:', '', 'impact.com', 'influencer', 'content-creators-guide-to-making-money', '']",impact.com,influencer,content-creators-guide-to-making-money,,
1793,https://impact.com/partnerships/ultimate-guide-to-partnership-marketing/,1601.0,"['https:', '', 'impact.com', 'partnerships', 'ultimate-guide-to-partnership-marketing', '']",impact.com,partnerships,ultimate-guide-to-partnership-marketing,,
1808,https://impact.com/partnerships-experience-academy/,1579.0,"['https:', '', 'impact.com', 'partnerships-experience-academy', '']",impact.com,partnerships-experience-academy,,,
1847,https://impact.com/ja/partners/affiliate-partners/,1516.0,"['https:', '', 'impact.com', 'ja', 'partners', 'affiliate-partners', '']",impact.com,ja,partners,affiliate-partners,
1863,https://impact.com/lp/publisher-growth-program/,1496.0,"['https:', '', 'impact.com', 'lp', 'publisher-growth-program', '']",impact.com,lp,publisher-growth-program,,
1896,https://impact.com/lp/webinar-affiliates-influencers-omnichannel-marketing/,1432.0,"['https:', '', 'impact.com', 'lp', 'webinar-affiliates-influencers-omnichannel-marketing', '']",impact.com,lp,webinar-affiliates-influencers-omnichannel-marketing,,
1906,https://impact.com/influencer/a-guide-to-the-creator-economy/,1412.0,"['https:', '', 'impact.com', 'influencer', 'a-guide-to-the-creator-economy', '']",impact.com,influencer,a-guide-to-the-creator-economy,,
1920,https://impact.com/glossary/,1401.0,"['https:', '', 'impact.com', 'glossary', '']",impact.com,glossary,,,
1978,https://impact.com/kits-worksheets/affiliate-recruitment-worksheet-affa-wks-imp-ed-nam/?utm_source=retail-dive&utm_medium=paid-direct-buy&utm_content=newsletter-2025&utm_campaign=worksheet-recruitment-emails,1327.0,"['https:', '', 'impact.com', 'kits-worksheets', 'affiliate-recruitment-worksheet-affa-wks-imp-ed-nam', '?utm_source=retail-dive&utm_medium=paid-direct-buy&utm_content=newsletter-2025&utm_campaign=worksheet-recruitment-emails']",impact.com,kits-worksheets,affiliate-recruitment-worksheet-affa-wks-imp-ed-nam,?utm_source=retail-dive&utm_medium=paid-direct-buy&utm_content=newsletter-2025&utm_campaign=worksheet-recruitment-emails,
1987,https://impact.com/referral-partner-program/?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=360-referral--relaunch,1312.0,"['https:', '', 'impact.com', 'referral-partner-program', '?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=360-referral--relaunch']",impact.com,referral-partner-program,?utm_source=impact-operator&utm_medium=login-page-content&utm_campaign=360-referral--relaunch,,
1997,https://impact.com/commerce-content/how-to-create-affiliate-links-the-complete-guide-for-publishers/,1302.0,"['https:', '', 'impact.com', 'commerce-content', 'how-to-create-affiliate-links-the-complete-guide-for-publishers', '']",impact.com,commerce-content,how-to-create-affiliate-links-the-complete-guide-for-publishers,,
2015,https://impact.com/events/,1272.0,"['https:', '', 'impact.com', 'events', '']",impact.com,events,,,
2027,https://impact.com/agency-partner-program/?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1257.0,"['https:', '', 'impact.com', 'agency-partner-program', '?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx']",impact.com,agency-partner-program,?_gl=xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,,
2032,https://impact.com/partners/premium-news-and-media-publishers/,1242.0,"['https:', '', 'impact.com', 'partners', 'premium-news-and-media-publishers', '']",impact.com,partners,premium-news-and-media-publishers,,
2057,https://impact.com/case-studies/olipop-case-study-affa-infl-csb-imp-ev-nam/?utm_source=retail-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study,1217.0,"['https:', '', 'impact.com', 'case-studies', 'olipop-case-study-affa-infl-csb-imp-ev-nam', '?utm_source=retail-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study']",impact.com,case-studies,olipop-case-study-affa-infl-csb-imp-ev-nam,?utm_source=retail-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study,
2059,https://impact.com/partnership-economy/,1216.0,"['https:', '', 'impact.com', 'partnership-economy', '']",impact.com,partnership-economy,,,
2079,https://impact.com/integrated-platform-prices/?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=top-nav&utm_campaign=referral,1189.0,"['https:', '', 'impact.com', 'integrated-platform-prices', '?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=top-nav&utm_campaign=referral']",impact.com,integrated-platform-prices,?utm_source=pxa.impact.com&utm_medium=owned-platform&utm_content=top-nav&utm_campaign=referral,,
2080,https://impact.com/commerce-content/publishers-follow-these-six-stepps-to-create-viral-content/,1189.0,"['https:', '', 'impact.com', 'commerce-content', 'publishers-follow-these-six-stepps-to-create-viral-content', '']",impact.com,commerce-content,publishers-follow-these-six-stepps-to-create-viral-content,,
2147,https://impact.com/influencer/7-flexible-ways-to-pay-influencers-in-2024/,1131.0,"['https:', '', 'impact.com', 'influencer', '7-flexible-ways-to-pay-influencers-in-2024', '']",impact.com,influencer,7-flexible-ways-to-pay-influencers-in-2024,,
2186,https://impact.com/lp/partner-platform-demo-2/?utm_source=google&utm_medium=cpc&utm_campaign=16726700762-143529631090&utm_content=688893947978&utm_term=-b,1108.0,"['https:', '', 'impact.com', 'lp', 'partner-platform-demo-2', '?utm_source=google&utm_medium=cpc&utm_campaign=16726700762-143529631090&utm_content=688893947978&utm_term=-b']",impact.com,lp,partner-platform-demo-2,?utm_source=google&utm_medium=cpc&utm_campaign=16726700762-143529631090&utm_content=688893947978&utm_term=-b,
2192,https://impact.com/request-a-demo-for-brands/?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study,1107.0,"['https:', '', 'impact.com', 'request-a-demo-for-brands', '?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study']",impact.com,request-a-demo-for-brands,?utm_source=marketing-dive&utm_medium=paid-direct-buy&utm_content=eblast-2025&utm_campaign=olipop-case-study,,
2201,https://impact.com/influencer/brand-contracts-decoded-7-essentials-every-content-creator-should-know/,1096.0,"['https:', '', 'impact.com', 'influencer', 'brand-contracts-decoded-7-essentials-every-content-creator-should-know', '']",impact.com,influencer,brand-contracts-decoded-7-essentials-every-content-creator-should-know,,
2229,https://impact.com/lp/affiliate-marketing-incrementality-guide/?utm_campaign=incrememental-playbook&utm_content=newsletter-2025&utm_medium=paid-direct-buy&utm_source=marketing-brew,1071.0,"['https:', '', 'impact.com', 'lp', 'affiliate-marketing-incrementality-guide', '?utm_campaign=incrememental-playbook&utm_content=newsletter-2025&utm_medium=paid-direct-buy&utm_source=marketing-brew']",impact.com,lp,affiliate-marketing-incrementality-guide,?utm_campaign=incrememental-playbook&utm_content=newsletter-2025&utm_medium=paid-direct-buy&utm_source=marketing-brew,
2266,https://impact.com/influencer/the-perfect-influencer-brand-collaboration/,1036.0,"['https:', '', 'impact.com', 'influencer', 'the-perfect-influencer-brand-collaboration', '']",impact.com,influencer,the-perfect-influencer-brand-collaboration,,
2314,https://impact.com/lp/linkedin-social-spotlight-partnership/?utm_source=social+network&utm_medium=brand-organic-social&utm_term=&utm_content=&utm_campaign=Social+spotlight+campaign+pendo,999.0,"['https:', '', 'impact.com', 'lp', 'linkedin-social-spotlight-partnership', '?utm_source=social+network&utm_medium=brand-organic-social&utm_term=&utm_content=&utm_campaign=Social+spotlight+campaign+pendo']",impact.com,lp,linkedin-social-spotlight-partnership,?utm_source=social+network&utm_medium=brand-organic-social&utm_term=&utm_content=&utm_campaign=Social+spotlight+campaign+pendo,
2319,https://impact.com/influencer/influencer-marketing-trends/,998.0,"['https:', '', 'impact.com', 'influencer', 'influencer-marketing-trends', '']",impact.com,influencer,influencer-marketing-trends,,
2339,https://impact.com/case-studies/,988.0,"['https:', '', 'impact.com', 'case-studies', '']",impact.com,case-studies,,,
2397,https://impact.com/careers/?office=4021574002,951.0,"['https:', '', 'impact.com', 'careers', '?office=4021574002']",impact.com,careers,?office=4021574002,,
2401,https://impact.com/?utm_source=signaturesatori&utm_medium=email_signature&utm_campaign=general_signature,947.0,"['https:', '', 'impact.com', '?utm_source=signaturesatori&utm_medium=email_signature&utm_campaign=general_signature']",impact.com,?utm_source=signaturesatori&utm_medium=email_signature&utm_campaign=general_signature,,,
